item_id,user_id,rating
8buIr1zBCO7OEcAQSZko7w,caqfUQj8OAd-Z9kJr28tRA,5
8buIr1zBCO7OEcAQSZko7w,ChgmBht69bnqSdDxpWMAqQ,4
8buIr1zBCO7OEcAQSZko7w,Ot6PMbyWmzYMYS8miApFAA,5
8buIr1zBCO7OEcAQSZko7w,m3owI-ootxkSE1Dd08ETcw,2
8buIr1zBCO7OEcAQSZko7w,4p-qAdc_ZLXfieNwaZGNGA,4
8buIr1zBCO7OEcAQSZko7w,bhWJg2PD_xWoBnqvbX45QA,4
8buIr1zBCO7OEcAQSZko7w,TZR__aV9ZbxUVVaZw5R1LA,4
8buIr1zBCO7OEcAQSZko7w,Jkpx-kRS9dU9WXoi8J8DDA,4
8buIr1zBCO7OEcAQSZko7w,3XO6bGtGuzYxKBGv6jJAQw,4
8buIr1zBCO7OEcAQSZko7w,yf12P_T0AKLNzFt12zj16g,3
8buIr1zBCO7OEcAQSZko7w,M7rUk0Jr85EPI6T3IuZC9w,4
8buIr1zBCO7OEcAQSZko7w,pipzYENeK_CXKpbb0qqpUg,1
8buIr1zBCO7OEcAQSZko7w,ULOPLvLghKZrfo3PhwbPAQ,5
8buIr1zBCO7OEcAQSZko7w,glRXVWWD6x1EZKfjJawTOg,4
8buIr1zBCO7OEcAQSZko7w,wY05e7eTtMLvkg0bcZ6zwA,5
8buIr1zBCO7OEcAQSZko7w,e8xySFEt090GxyMLrZVRsQ,4
8buIr1zBCO7OEcAQSZko7w,xAG2edS8-_IAC_p6wybRCw,4
8buIr1zBCO7OEcAQSZko7w,oOayyTrVO-PbVeXXsh_JEQ,5
8buIr1zBCO7OEcAQSZko7w,562yN3nT7OWj1HDEzBjyrA,5
8buIr1zBCO7OEcAQSZko7w,1xBM_EFkCwEweLeKaxFe8g,5
8buIr1zBCO7OEcAQSZko7w,R_o5oisPgCs0L_-jZ84R-A,4
8buIr1zBCO7OEcAQSZko7w,oJeX32x0Cjj9Jcs7_SaUUw,4
8buIr1zBCO7OEcAQSZko7w,O5hq81NDrWZnrUob7PkSyg,4
8buIr1zBCO7OEcAQSZko7w,8JC-Yb3UDUv2FUl5ym1nVg,5
8buIr1zBCO7OEcAQSZko7w,qegru8GM6zXcOrVNVCVAEw,4
8buIr1zBCO7OEcAQSZko7w,sLxyYIYCorS-pTtUU4VLuw,5
8buIr1zBCO7OEcAQSZko7w,Rpgyk5ljNeQ2kWhaYRVELQ,5
8buIr1zBCO7OEcAQSZko7w,XTi7LJPw5_izQaMQF4cU1Q,1
8buIr1zBCO7OEcAQSZko7w,J6oQDWROn_Nv66qONi24JQ,5
8buIr1zBCO7OEcAQSZko7w,xthFXWIoXm06OKgXj0ROCQ,5
8buIr1zBCO7OEcAQSZko7w,t5oEzwLDl_9SpM8MUwfQtw,4
8buIr1zBCO7OEcAQSZko7w,2WZh_CUrBHxp4be12sA0Qg,5
8buIr1zBCO7OEcAQSZko7w,8UA0UcT-5hucroSxnHZWeg,4
8buIr1zBCO7OEcAQSZko7w,6xrk6A61OWwOtmQAErZTvA,5
8buIr1zBCO7OEcAQSZko7w,mMBnc8qfuk0cMm9HAui2FA,4
8buIr1zBCO7OEcAQSZko7w,SwdYkdT4R3EpllJnWh-_0w,4
8buIr1zBCO7OEcAQSZko7w,zrX0FkdD3A0yhxQF4BRSRg,4
8buIr1zBCO7OEcAQSZko7w,b0jSP2vzSCJAvVlg_vxwtQ,4
8buIr1zBCO7OEcAQSZko7w,ttjUfq7auCNVkPXAl_0wrw,4
8buIr1zBCO7OEcAQSZko7w,MOQCD2EBU9YVyt0anea4UQ,4
8buIr1zBCO7OEcAQSZko7w,qMzgx126DViYqlV28xwy-A,4
8buIr1zBCO7OEcAQSZko7w,DQDejp8zGJRpOQrVF4Xy4w,3
8buIr1zBCO7OEcAQSZko7w,ou-yGrDISZPfe9gDqXMIXw,5
8buIr1zBCO7OEcAQSZko7w,aAsxorMmHDNmZfx43h2rEA,3
8buIr1zBCO7OEcAQSZko7w,mP7beJhlHro8e6zU_zwDRg,5
8buIr1zBCO7OEcAQSZko7w,HHbe1svajOb3FOXdoAoGeA,4
8buIr1zBCO7OEcAQSZko7w,iDqz2gVrnNamNproT76Hcg,4
8buIr1zBCO7OEcAQSZko7w,P2FD7E392y01VcBVWli6og,5
8buIr1zBCO7OEcAQSZko7w,srv-gUAIrjQZbb-mAfDiIA,5
8buIr1zBCO7OEcAQSZko7w,EjhVxYFeMUYimoImjMduzQ,3
8buIr1zBCO7OEcAQSZko7w,WjwcWeZ_RvLqMrYQhdETVg,4
8buIr1zBCO7OEcAQSZko7w,ZfavZCU-AfT-cU1QTl_1lg,4
8buIr1zBCO7OEcAQSZko7w,sjpVZwAX8gQSH82AGyig4Q,5
8buIr1zBCO7OEcAQSZko7w,pz97SxRe1Vk-5_K6EB9OSA,3
8buIr1zBCO7OEcAQSZko7w,ofK-4Zroelz0y_CsePsQWQ,5
8buIr1zBCO7OEcAQSZko7w,CbY45zEM2jdopLOoUkOL8Q,4
8buIr1zBCO7OEcAQSZko7w,iQTOwoJxHobk4kidfUIW9Q,4
8buIr1zBCO7OEcAQSZko7w,IrzHAVpjBUSLnnrY5jG2OQ,5
8buIr1zBCO7OEcAQSZko7w,OQhvqMUTzZI6b066UGFa8A,5
8buIr1zBCO7OEcAQSZko7w,Gq4w2uGhjP1HLAGdYefcIA,3
8buIr1zBCO7OEcAQSZko7w,ND5rWQL7QwMXks59T0fO1A,5
8buIr1zBCO7OEcAQSZko7w,M-BRhSXuIbjWRgztRnHjww,5
8buIr1zBCO7OEcAQSZko7w,ER53FoKMKsPD7D20cH37Pg,5
8buIr1zBCO7OEcAQSZko7w,N7wNlo3_EaHUWHiFDyGh5g,4
8buIr1zBCO7OEcAQSZko7w,kH1fW7g_ZfURHsNkUb9TJA,3
8buIr1zBCO7OEcAQSZko7w,E_lUGb8YxhnqzQ2KuiTWDw,4
8buIr1zBCO7OEcAQSZko7w,S0yRUj8IbVjO_2tT66DyQw,5
8buIr1zBCO7OEcAQSZko7w,Vd1lAHzl7UUr9BawFHjOoA,4
8buIr1zBCO7OEcAQSZko7w,RsS6jUNram-5svM78_fdbw,5
8buIr1zBCO7OEcAQSZko7w,XpxK7cAT4R3wQjHOZccasw,4
8buIr1zBCO7OEcAQSZko7w,XKjj6QrxsBeM1CqX-_VFQg,5
8buIr1zBCO7OEcAQSZko7w,5hBsVMJOc8sXMPt8S3NjmA,5
8buIr1zBCO7OEcAQSZko7w,7x3-B0yaO_hqXm42VKStzw,5
8buIr1zBCO7OEcAQSZko7w,f-bykjf98JW2Kc9Dmgn5MA,4
8buIr1zBCO7OEcAQSZko7w,Mx-vxv_V-SQCe76w4RmUfA,5
8buIr1zBCO7OEcAQSZko7w,_DPwJXjw1orgtUVqvy46Zg,4
8buIr1zBCO7OEcAQSZko7w,c5MDwut8ojfoeAkD__UpSA,4
8buIr1zBCO7OEcAQSZko7w,ac-LWMXfGE0ZMChLhYqnnA,5
8buIr1zBCO7OEcAQSZko7w,rFhiIHPGqjaPAWPSPLlnlA,5
8buIr1zBCO7OEcAQSZko7w,nGvolzdWXhC-U8U0ZLydWQ,4
8buIr1zBCO7OEcAQSZko7w,W_vpGqQlGVrWN7eMYopPHw,4
8buIr1zBCO7OEcAQSZko7w,WDWFOxsZrKC8kT2LBQ3BZg,4
8buIr1zBCO7OEcAQSZko7w,0y9qZZLauQ3sPp-G-NcE7Q,5
8buIr1zBCO7OEcAQSZko7w,hTPU09ULWiMxNbwkdu63iQ,4
8buIr1zBCO7OEcAQSZko7w,LPe_NIMg-wRCjg8VJ53jiw,4
8buIr1zBCO7OEcAQSZko7w,sovduOweKgPFAwA-MmmtzA,5
8buIr1zBCO7OEcAQSZko7w,kPn2nq3iudiSvOFmQj-dIg,3
8buIr1zBCO7OEcAQSZko7w,QMTQNQmp4hQ2o6hkRX_Uxg,5
8buIr1zBCO7OEcAQSZko7w,VUzGMSH9u1E3h4QxaIl6cw,5
8buIr1zBCO7OEcAQSZko7w,CbYYyBTj-NH6DfnO_NSMaw,3
8buIr1zBCO7OEcAQSZko7w,Y3a2WARkrCL3NQA8J8A8gA,5
8buIr1zBCO7OEcAQSZko7w,-oTBPHzif6mUpj6KggLi9A,5
8buIr1zBCO7OEcAQSZko7w,UuN2gbH6_vhWJCp3NkS29Q,3
8buIr1zBCO7OEcAQSZko7w,KCQUgDM3vNuB5xn4ZXVo-A,3
8buIr1zBCO7OEcAQSZko7w,i8KMQX7nekLSCzb_DVb6yA,4
8buIr1zBCO7OEcAQSZko7w,NIplwoHjKO4b_R8BBHkLfw,3
8buIr1zBCO7OEcAQSZko7w,F3UojyaAto_lqeVAcUIl6A,5
8buIr1zBCO7OEcAQSZko7w,Jy8rw-hk7yGGcg0McUS9vQ,5
8buIr1zBCO7OEcAQSZko7w,TgAz40uH7rSrIp-PZnqrHQ,4
8buIr1zBCO7OEcAQSZko7w,pW91HUnVz6ssLZ4dY-ztyQ,4
8buIr1zBCO7OEcAQSZko7w,yj4lNvmxAt42NvBCxB3WTw,4
8buIr1zBCO7OEcAQSZko7w,dUAFgAWQkKqZxX7q16IFoA,3
8buIr1zBCO7OEcAQSZko7w,R_mb-GX_XHdMr1FXYCOdSw,4
8buIr1zBCO7OEcAQSZko7w,T9YQap5vl8r-tuMlIpEqQw,5
8buIr1zBCO7OEcAQSZko7w,qX_C7zzKJfFLg1Hm97F1HQ,5
8buIr1zBCO7OEcAQSZko7w,NfyrHToGY6aJu22U9oS8Xg,5
8buIr1zBCO7OEcAQSZko7w,qASPib1Z8ft8e96dtbh66w,4
8buIr1zBCO7OEcAQSZko7w,fUlSAMFfewxaRY14Ib07uw,5
8buIr1zBCO7OEcAQSZko7w,-NKMogyXoqMW3emthoM2BQ,4
8buIr1zBCO7OEcAQSZko7w,TWs1G1PxdWR_ms0hFL8MYQ,2
8buIr1zBCO7OEcAQSZko7w,FBPYAlvYkqfw5BsuCsqiUw,4
8buIr1zBCO7OEcAQSZko7w,qXMObUokAEAkgUqD7Oc9Dw,5
8buIr1zBCO7OEcAQSZko7w,fRbqoHAkgC5MeW3x15mezA,4
8buIr1zBCO7OEcAQSZko7w,BpZ-Apl_2ZodZLgJ7Xupsg,5
8buIr1zBCO7OEcAQSZko7w,XTUT6KiwxyfUhtEYet65xA,4
8buIr1zBCO7OEcAQSZko7w,2J0ShTCTUqSULHxIr7wy0A,3
8buIr1zBCO7OEcAQSZko7w,5oRBQcIjXl1E7lvlvNulfw,5
8buIr1zBCO7OEcAQSZko7w,biifI-JRFI-2IfAA9TdZ-w,4
8buIr1zBCO7OEcAQSZko7w,slmFHwzip58HgX9B3514Zg,5
8buIr1zBCO7OEcAQSZko7w,k49tKSAka0GyvbL4HFYDzg,5
8buIr1zBCO7OEcAQSZko7w,HGWIasjq8h6GGNPRXhn3cw,4
8buIr1zBCO7OEcAQSZko7w,PqiejmW41u9N559BvkH6Sw,1
8buIr1zBCO7OEcAQSZko7w,NTS8b1i924bTyhDZNMp1UA,1
8buIr1zBCO7OEcAQSZko7w,vJUWfI4Eg7GD5xvTCcj7qQ,5
8buIr1zBCO7OEcAQSZko7w,-e05nnRNiUF_72rHS52Swg,4
8buIr1zBCO7OEcAQSZko7w,ur4rzCNhpYSDFfv9FGq0lA,5
8buIr1zBCO7OEcAQSZko7w,_SfvB4qztHEGS56Jn5OhRg,4
8buIr1zBCO7OEcAQSZko7w,lRfdcptGBxolpkBPlZ358A,2
8buIr1zBCO7OEcAQSZko7w,6Cs5Mc5_JC9T4XCs1FdYzg,4
8buIr1zBCO7OEcAQSZko7w,61HRMKC0sxwrpw_OUltiGg,4
8buIr1zBCO7OEcAQSZko7w,psf7Etrt3azIdhMhoPKmpA,5
8buIr1zBCO7OEcAQSZko7w,kGgAARL2UmvCcTRfiscjug,5
8buIr1zBCO7OEcAQSZko7w,1sIP6D-sLgqRfelzY1HkTA,4
8buIr1zBCO7OEcAQSZko7w,ebLC3dkdWBGa9Om_9QdlQw,5
8buIr1zBCO7OEcAQSZko7w,koEWWd5YYkrWkbr2CMN0MA,5
8buIr1zBCO7OEcAQSZko7w,PV5voYSD43Cn_3gHmxG7DA,3
8buIr1zBCO7OEcAQSZko7w,lPaYMDmJbAnv_3pmZH_inw,3
8buIr1zBCO7OEcAQSZko7w,Bc-lEKlxF_n11XWQV53oCg,5
8buIr1zBCO7OEcAQSZko7w,VlDAEGvxLYmjBL2KyBYlcg,4
8buIr1zBCO7OEcAQSZko7w,zV-m715h7mTBwSORtn2tQQ,5
8buIr1zBCO7OEcAQSZko7w,jmK-F4c9x2tIzOTEwrdZ7g,4
8buIr1zBCO7OEcAQSZko7w,CnXxF3FWR3mEC0gtTLCocQ,5
8buIr1zBCO7OEcAQSZko7w,OGaBQKAlnv6SLQCydHL2zw,4
8buIr1zBCO7OEcAQSZko7w,Qqo0aYUeWXOFkD424RfX_Q,4
8buIr1zBCO7OEcAQSZko7w,17LPTsu4RgqTZ3SxsGzzxw,5
8buIr1zBCO7OEcAQSZko7w,XAz4I30tssPn373BzAduug,3
8buIr1zBCO7OEcAQSZko7w,5-g1HgX9rOCrdyUUzeZmnQ,5
8buIr1zBCO7OEcAQSZko7w,f5vgLcoKpFcTvD4lOUxcTQ,4
8buIr1zBCO7OEcAQSZko7w,gAoIBD-G4SABKNibtwr3Hg,5
8buIr1zBCO7OEcAQSZko7w,HkOZSO6pN7u5NG7yjEyvww,3
8buIr1zBCO7OEcAQSZko7w,vMjXKEcrt6S5q37zBmydGw,5
8buIr1zBCO7OEcAQSZko7w,zqHznU4iL06NziZIEGWHJw,3
8buIr1zBCO7OEcAQSZko7w,hyY4BZMobAKCYJ5NBkrPEw,5
8buIr1zBCO7OEcAQSZko7w,qAqMZlpP4QVuspYYiaWXZg,4
8buIr1zBCO7OEcAQSZko7w,QsJ1Fx5tqNwVXU3YPWbYLQ,5
8buIr1zBCO7OEcAQSZko7w,0CWOZwnKKEKo1IuYRuqHnA,5
8buIr1zBCO7OEcAQSZko7w,bCLFdVfkAiZ7t1xDskb66Q,5
8buIr1zBCO7OEcAQSZko7w,2iKDrGSPAbTMCchb64EQjA,2
8buIr1zBCO7OEcAQSZko7w,HQEATnnZVrtamKvwyQrpHQ,4
8buIr1zBCO7OEcAQSZko7w,Xzl3sw1hZya3_e2niAqxZw,5
8buIr1zBCO7OEcAQSZko7w,jmA0PBDcPDW9S83sLYRieg,4
8buIr1zBCO7OEcAQSZko7w,wbIU917ctOGp8-NdeVxIWw,5
8buIr1zBCO7OEcAQSZko7w,DIEUlOsiM86y1gQpkNvIzA,4
8buIr1zBCO7OEcAQSZko7w,23zYCcnqfru5jdxnTqjgDg,3
8buIr1zBCO7OEcAQSZko7w,bMpF5OPrf916Y0Gu13VIMg,5
8buIr1zBCO7OEcAQSZko7w,resYiOoGkQg6q0qgtj_1GA,5
8buIr1zBCO7OEcAQSZko7w,-ANkfLbDf8aiBQ7vywIL6w,4
8buIr1zBCO7OEcAQSZko7w,zTWH9b_ItSdLOK9ypeFOIw,4
8buIr1zBCO7OEcAQSZko7w,OI-VGo5ij4TMHVw8xWrKNA,3
8buIr1zBCO7OEcAQSZko7w,XWtoW-j52ld7Kl7hBwhxIA,5
8buIr1zBCO7OEcAQSZko7w,Aluc0ilh_rgUIXD5YUf1Mw,5
8buIr1zBCO7OEcAQSZko7w,5Q-wqMY5rPNZFw5vcx_2gQ,5
8buIr1zBCO7OEcAQSZko7w,dRR7HJg5H5QE-PwrDpejsg,4
8buIr1zBCO7OEcAQSZko7w,7CjXfvnVxL1OJO1Tboq01Q,5
8buIr1zBCO7OEcAQSZko7w,8eZq37ubCSU1xDeh76Bjew,5
8buIr1zBCO7OEcAQSZko7w,ajiXxzXo1LjdbNgfVllX7A,5
8buIr1zBCO7OEcAQSZko7w,huKYBfeFtYCOWs4I-GESSw,5
8buIr1zBCO7OEcAQSZko7w,M-cg8raooXZKV8NsNmQGjw,2
8buIr1zBCO7OEcAQSZko7w,zHzi5m1a_2PsNZULMNy4HQ,1
8buIr1zBCO7OEcAQSZko7w,e6I37DMbjU3xqqTmraxIyw,5
8buIr1zBCO7OEcAQSZko7w,gUr8qs00wFAk851yHMlgRQ,5
8buIr1zBCO7OEcAQSZko7w,SNBJb9xiaRJ0ohHhugwn_g,3
8buIr1zBCO7OEcAQSZko7w,X6l3f1Hye2BEcFG5RZnJ_w,5
8buIr1zBCO7OEcAQSZko7w,XWvowG_OOBd2g3EjNGUtOQ,4
8buIr1zBCO7OEcAQSZko7w,qxDyQkuMR1x1_cTNRNUH7w,1
8buIr1zBCO7OEcAQSZko7w,bYK3ZhsDvRBmIo7RpQDgIg,4
